id,full_text,is_real
4182,cali stepping 2nd doses vaccine thought totally schedule 2nd done auditorium amp got notice reserved spot amp schedule timefeb 25th come,1
4183,doesnt mind getting covid vaccine,1
4184,got 1st covid vaccine today sore left arm first hour took tylenol im perfectly fine 4 hours getting shot,1
4185,eightyoneyearold mother got second dose vaccine thank god,1
4186,im officially covid vaccine wait list state missouri,1
4187,vaccine number 2 done,1
4188,got email vaccine shot tell day 32 days first shot location happy drive back beaumont round 2 visit old hs gym,1
4189,im proud mom got first vaccine shot today shes 81,1
4190,health care people get vaccine,1
4191,dad calling vaccine vacky,1
4192,thanks job qualify vaccine juice,1
4193,friend got first vaccine dose im jealous,1
4194,got 2nd round covid vaccine,1
4195,get,1
4196,got second dose mdrna vaccine arm sore like chip implanted,1
4197,second vaccine bad first easy peasy,1
4198,partners parents got first dose pfizer vaccine bay area first people immediate family gotten vaccine im incredibly happy rn,1
4199,modernaas moderna vaccinegot name modified rna founded company experimental technology never proven effective humans animals vaccine approved fda sign waiver get,0
4200,get covid vaccination today dodger stadium older resident healthcare worker heres get info covid vaccine appointments la county oc riverside county,1
4201,q get covid vaccine,1
4202,scheduled booster second dose covid vaccine today,1
4203,found 17 appointments sav lompoc starting feb 10th 1000 1015 1030,1
4204,south africa suspends astrazeneca vaccinations,1
4205,got 2nd dose moderna covid19 vaccine today,1
4206,grandpa got first covid vaccine,1
4207,man second vaccine dose really knocks,1
4208,got first shot 2 pfizer covid19 vaccine shot 2 march 2,1
4209,n girlies gettin vaccine,1
4210,whats difficult get,1
4211,got first covid vaccine today moderna 4 weeks second husband got second today felt super excited grateful got appointment,1
4212,got first moderna vaccine,1
4213,got vaccine number 1 folks joker origin,1
4214,got first round covid vaccine ill let guys know die,1
4215,grandpa got second vaccine shot today,1
4216,red spots skin receiving experimental mrna vaccine could life threatening get er right away,0
4217,husband got first vaccine shot today mixed emotions itanger relief anticipation meh left mostly,1
4218,fuck bring vaccine,1
4219,planned long agoman made bioweapon taking man made mrna fake gene therapy labeled vaccine total bull shit,0
4220,could getting covid vaccine next days,1
4221,cant wait get covid vaccine,1
4222,covid vaccine call stop transmission experimental biological,0
4223,found grandmother turns 89 next month getting first vaccine dose tomorrow,1
4224,second vaccine definitely hit little harder first popped two ibuprofens hopes break lowgrade fever got going,1
4225,getting covid19 vaccine 19 experience via,1
4226,slow vaccine relief pa governor wolf,1
4227,scientists ramp work vaccine would address every type coronavirus report thehill,1
4228,booking flight day get second round vaccine,1
4229,get vaccine aint really fw,1
4230,got covid vaccine today ecstatic wish everyone could get today,1
4231,covid vaccine ment got first covid vaccine 22 days second one start kissing people,1
4232,got email getting covid vaccine lol poor timing,1
4233,got parents signed receive first dose covid vaccine thursday finally things happening,1
4234,got first covid vaccine weirdly find big smile across face coming girl used run needles made three nurses mom hold getting school vaccines,1
4235,got 2nd dose covid vaccine arm hurtsss worst symptom get fine,1
4236,mom got vaccine shot scheduled next tuesday,1
4237,got appointment moderna vaccine ac supersite next month line 5 hours today got worth,1
4238,im 66 autoimmune condition got vaccine appt next tuesday drive 230 miles one way im going take get,1
4239,get vaccine dont post get vaccine,1
4240,man 70s collapses dies getting covid vaccine ny childrens health defense,0
4241,got vaccine im unstoppable,1
4242,got covid vaccine im smooching licking doorknobs see,1
4243,vaccine vaccine dust dust,1
4244,know mrna covid19 vaccines arent vaccines medical legal definition vaccine prevent getting infection prevent spread theyre really experimental gene therapies ivermectin seems awesome,0
4245,covid vaccine appointments available tallahassee veterans va clinic wednesday,1
4246,must vaccinate world ppl insane vaccinate world vaccine doesnt protect virus already caused deaths long term effects ppl unknown lack testing clearly world depopulation attempt,0
4247,got second round vaccine swear ive never stiff pain right regret im allowed complain little,1
4248,second vaccine absolutely kicking ass wants let dramatic,1
4249,weird liberals main ones vaccines mmr love push experimental vaccine killing people ar least seriously harming,0
4250,compliments columbus department health got first dose pfizer vaccine wait shot painless ive reaction hour later would get jabbed,1
4251,got 2nd shot minor hair loss muffin top directly correlate vaccine,1
4252,least 36 people develop blood disorder doctor dies receiving pfizer moderna covid vaccines experts probe potential link shots rare condition could go wrong untested vaccine,0
4253,medical advisor says dont need untested vaccine believe 100,0
4254,got first vaccine shot,1
4255,got vaccine guy worried,1
4256,parents immune compromised got first vaccine,1
4257,yay daddy got first vaccine,1
4258,got first dose covid vaccine,1
4259,got first dose covid19 vaccine,1
4260,hey everyone got call health amp human services town getting vaccine tomorrow noon nvr life happy needle arm,1
4261,aunt got vaccine moscone center sent selfie cardboard cutout anthony fauci,1
4262,work hospital started vaccinating staff members covid19 got first dose pfizer vaccine questions process im feeling etc im happy answer,1
4263,got first dose covid vaccine go back next month 2nd bitas far shots go one easy less punch flu shot could feel medication forced inwell see things go,1
4264,got second dose vaccine whos trying like,1
4265,grandma got vaccine appointment florida drinking good stuff tonight fam considering gives bottle scotch christmas every year well go scotch,1
4266,got first covid19 vaccine today workplace grateful amazing got vaccinated disease thats done much harm country world large,1
4267,got appointment monday walmart get covid vaccine safely thank everyone tried help,1
4268,grandma 85 got covid19 vaccine great day,1
4269,cv19 vaccine vaccine gene therapy even fda approved experimental gene therapy,0
4270,got first covid vaccine shot fuck yeah,1
4271,got second shot covid vaccine,1
4272,got call governors office info pop vaccine sites lower manhattan weekend,1
4273,got second dose moderna vaccine im excited find new mutant superpowers ill keep yall posted new image redacted info,1
4274,got first vaccine dose,1
4275,got third direct call asking wanted vaccine get second dose thursday veteran eligible va care around new orleans extension 72819,1
4276,got home getting first covid vaccine miss anything,1
